species,links
Oenomaus druceus,https://www.butterfliesofamerica.com/L/t/Oenomaus_druceus_a.htm
Oenomaus gaia,https://www.butterfliesofamerica.com/L/t/Oenomaus_gaia_a.htm
Oenomaus andi,https://www.butterfliesofamerica.com/L/t/Oenomaus_andi_a.htm
Oenomaus moseri,https://www.butterfliesofamerica.com/L/t/Oenomaus_moseri_a.htm
Oenomaus mentirosa,https://www.butterfliesofamerica.com/L/t/Oenomaus_mentirosa_a.htm
Oenomaus cyanovenata,https://www.butterfliesofamerica.com/L/t/Oenomaus_cyanovenata_a.htm
Oenomaus floreus,https://www.butterfliesofamerica.com/L/t/Oenomaus_floreus_a.htm
Oenomaus isabellae,https://www.butterfliesofamerica.com/L/t/Oenomaus_isabellae_a.htm
Oenomaus taua,https://www.butterfliesofamerica.com/L/t/Oenomaus_taua_a.htm
Oenomaus curiosa,https://www.butterfliesofamerica.com/L/t/Oenomaus_curiosa_a.htm
Oenomaus melleus,https://www.butterfliesofamerica.com/L/t/Oenomaus_melleus_a.htm
Porthecla forasteira,https://www.butterfliesofamerica.com/L/t/Porthecla_forasteira_a.htm
Porthecla ravus,https://www.butterfliesofamerica.com/L/t/Porthecla_ravus_a.htm
Porthecla annette,https://www.butterfliesofamerica.com/L/t/Porthecla_annette_a.htm
Porthecla porthura,https://www.butterfliesofamerica.com/L/t/Porthecla_porthura_a.htm
Porthecla minyia,https://www.butterfliesofamerica.com/L/t/Porthecla_minyia_a.htm
Porthecla gemma,https://www.butterfliesofamerica.com/L/t/Porthecla_gemma_a.htm
Porthecla johanna,https://www.butterfliesofamerica.com/L/t/Porthecla_johanna_a.htm
Porthecla peruensis,https://www.butterfliesofamerica.com/L/t/Porthecla_peruensis_a.htm
Porthecla prietoi,https://www.butterfliesofamerica.com/L/t/Porthecla_prietoi_a.htm
Porthecla willmotti,https://www.butterfliesofamerica.com/L/t/Porthecla_willmotti_a.htm
Porthecla barba,https://www.butterfliesofamerica.com/L/t/Porthecla_barba_a.htm
Porthecla dinus,https://www.butterfliesofamerica.com/L/t/Porthecla_dinus_a.htm
Thepytus epytus,https://www.butterfliesofamerica.com/L/t/Thepytus_epytus_a.htm
Thepytus thyrea,https://www.butterfliesofamerica.com/L/t/Thepytus_thyrea_a.htm
Thepytus arindela,https://www.butterfliesofamerica.com/L/t/Thepytus_arindela_a.htm
Thepytus beatrizae,https://www.butterfliesofamerica.com/L/t/Thepytus_beatrizae_a.htm
Thepytus echelta,https://www.butterfliesofamerica.com/L/t/Thepytus_echelta_a.htm
Parrhasius polibetes,https://www.butterfliesofamerica.com/L/t/Parrhasius_polibetes_a.htm
Parrhasius orgia,https://www.butterfliesofamerica.com/L/t/Parrhasius_orgia_a.htm
Parrhasius m-album,https://www.butterfliesofamerica.com/L/t/Parrhasius_m-album_a.htm
Parrhasius moctezuma,https://www.butterfliesofamerica.com/L/t/Parrhasius_moctezuma_a.htm
Parrhasius urraca,https://www.butterfliesofamerica.com/L/t/Parrhasius_urraca_a.htm
Parrhasius selika,https://www.butterfliesofamerica.com/L/t/Parrhasius_selika_a.htm
Michaelus phoenissa,https://www.butterfliesofamerica.com/L/t/Michaelus_phoenissa_a.htm
Michaelus jebus,https://www.butterfliesofamerica.com/L/t/Michaelus_jebus_a.htm
Michaelus thordesa,https://www.butterfliesofamerica.com/L/t/Michaelus_thordesa_a.htm
Michaelus hecate,https://www.butterfliesofamerica.com/L/t/Michaelus_hecate_a.htm
Michaelus ira,https://www.butterfliesofamerica.com/L/t/Michaelus_ira_a.htm
Michaelus joseph,https://www.butterfliesofamerica.com/L/t/Michaelus_joseph_a.htm
Ignata mulsus,https://www.butterfliesofamerica.com/L/t/Ignata_mulsus_a.htm
Ignata elana,https://www.butterfliesofamerica.com/L/t/Ignata_elana_a.htm
Ignata gadira,https://www.butterfliesofamerica.com/L/t/Ignata_gadira_a.htm
Ignata caldas,https://www.butterfliesofamerica.com/L/t/Ignata_caldas_a.htm
Ignata brasiliensis,https://www.butterfliesofamerica.com/L/t/Ignata_brasiliensis_a.htm
Ignata norax,https://www.butterfliesofamerica.com/L/t/Ignata_norax_a.htm
Ignata levis,https://www.butterfliesofamerica.com/L/t/Ignata_levis_a.htm
Olynthus narbal,https://www.butterfliesofamerica.com/L/t/Olynthus_narbal_a.htm
Olynthus ophelia,https://www.butterfliesofamerica.com/L/t/Olynthus_ophelia_a.htm
Olynthus avoca,https://www.butterfliesofamerica.com/L/t/Olynthus_avoca_a.htm
Olynthus obsoleta,https://www.butterfliesofamerica.com/L/t/Olynthus_obsoleta_a.htm
Olynthus fulvoventris,https://www.butterfliesofamerica.com/L/t/Olynthus_fulvoventris_a.htm
Olynthus nitor,https://www.butterfliesofamerica.com/L/t/Olynthus_nitor_a.htm
Olynthus negrus,https://www.butterfliesofamerica.com/L/t/Olynthus_negrus_a.htm
Olynthus fancia,https://www.butterfliesofamerica.com/L/t/Olynthus_fancia_a.htm
Olynthus hypsea,https://www.butterfliesofamerica.com/L/t/Olynthus_hypsea_a.htm
Olynthus punctum,https://www.butterfliesofamerica.com/L/t/Olynthus_punctum_a.htm
Olynthus essus,https://www.butterfliesofamerica.com/L/t/Olynthus_essus_a.htm
Olynthus lorea,https://www.butterfliesofamerica.com/L/t/Olynthus_lorea_a.htm
Olynthus ostia,https://www.butterfliesofamerica.com/L/t/Olynthus_ostia_a.htm
Olynthus porphyreticus,https://www.butterfliesofamerica.com/L/t/Olynthus_porphyreticus_a.htm
Hypostrymon critola,https://www.butterfliesofamerica.com/L/t/Hypostrymon_critola_a.htm
Hypostrymon renidens,https://www.butterfliesofamerica.com/L/t/Hypostrymon_renidens_a.htm
Hypostrymon aepeona,https://www.butterfliesofamerica.com/L/t/Hypostrymon_aepeona_a.htm
Hypostrymon asa,https://www.butterfliesofamerica.com/L/t/Hypostrymon_asa_a.htm
Marachina maraches,https://www.butterfliesofamerica.com/L/t/Marachina_maraches_a.htm
Marachina fidelia,https://www.butterfliesofamerica.com/L/t/Marachina_fidelia_a.htm
Marachina peonida,https://www.butterfliesofamerica.com/L/t/Marachina_peonida_a.htm
Apuecla maeonis,https://www.butterfliesofamerica.com/L/t/Apuecla_maeonis_a.htm
Apuecla picus,https://www.butterfliesofamerica.com/L/t/Apuecla_picus_a.htm
Apuecla upupa,https://www.butterfliesofamerica.com/L/t/Apuecla_upupa_a.htm
Nesiostrymon calchinia,https://www.butterfliesofamerica.com/L/t/Nesiostrymon_calchinia_a.htm
Nesiostrymon hyccara,https://www.butterfliesofamerica.com/L/t/Nesiostrymon_hyccara_a.htm
Nesiostrymon celida,https://www.butterfliesofamerica.com/L/t/Nesiostrymon_celida_a.htm
Nesiostrymon shoumatoffi,https://www.butterfliesofamerica.com/L/t/Nesiostrymon_shoumatoffi_a.htm
Nesiostrymon celona,https://www.butterfliesofamerica.com/L/t/Nesiostrymon_celona_a.htm
Nesiostrymon dodava,https://www.butterfliesofamerica.com/L/t/Nesiostrymon_dodava_a.htm
Nesiostrymon endela,https://www.butterfliesofamerica.com/L/t/Nesiostrymon_endela_a.htm
Nesiostrymon tristis,https://www.butterfliesofamerica.com/L/t/Nesiostrymon_tristis_a.htm
Balintus tityrus,https://www.butterfliesofamerica.com/L/t/Balintus_tityrus_a.htm
Aubergina vanessoides,https://www.butterfliesofamerica.com/L/t/Aubergina_vanessoides_a.htm
Aubergina paetus,https://www.butterfliesofamerica.com/L/t/Aubergina_paetus_a.htm
Aubergina hicetas,https://www.butterfliesofamerica.com/L/t/Aubergina_hicetas_a.htm
Aubergina alda,https://www.butterfliesofamerica.com/L/t/Aubergina_alda_a.htm
Aubergina hesychia,https://www.butterfliesofamerica.com/L/t/Aubergina_hesychia_a.htm
Terenthina terentia,https://www.butterfliesofamerica.com/L/t/Terenthina_terentia_a.htm
Terenthina bradyae,https://www.butterfliesofamerica.com/L/t/Terenthina_bradyae_a.htm
Iaspis verania,https://www.butterfliesofamerica.com/L/t/Iaspis_verania_a.htm
Iaspis ornata,https://www.butterfliesofamerica.com/L/t/Iaspis_ornata_a.htm
Iaspis castitas,https://www.butterfliesofamerica.com/L/t/Iaspis_castitas_a.htm
Iaspis exiguus,https://www.butterfliesofamerica.com/L/t/Iaspis_exiguus_a.htm
Iaspis talayra,https://www.butterfliesofamerica.com/L/t/Iaspis_talayra_a.htm
Iaspis andersoni,https://www.butterfliesofamerica.com/L/t/Iaspis_andersoni_a.htm
Iaspis castimonia,https://www.butterfliesofamerica.com/L/t/Iaspis_castimonia_a.htm
Iaspis thabena,https://www.butterfliesofamerica.com/L/t/Iaspis_thabena_a.htm
Iaspis beera,https://www.butterfliesofamerica.com/L/t/Iaspis_beera_a.htm
Iaspis grandis,https://www.butterfliesofamerica.com/L/t/Iaspis_grandis_a.htm
Iaspis temesa,https://www.butterfliesofamerica.com/L/t/Iaspis_temesa_a.htm
Celmia celmus,https://www.butterfliesofamerica.com/L/t/Celmia_celmus_a.htm
Celmia uzza,https://www.butterfliesofamerica.com/L/t/Celmia_uzza_a.htm
Celmia color,https://www.butterfliesofamerica.com/L/t/Celmia_color_a.htm
Celmia mecrida,https://www.butterfliesofamerica.com/L/t/Celmia_mecrida_a.htm
Celmia anastomosis,https://www.butterfliesofamerica.com/L/t/Celmia_anastomosis_a.htm
Celmia conoveria,https://www.butterfliesofamerica.com/L/t/Celmia_conoveria_a.htm
Dicya dicaea,https://www.butterfliesofamerica.com/L/t/Dicya_dicaea_a.htm
Dicya carnica,https://www.butterfliesofamerica.com/L/t/Dicya_carnica_a.htm
Dicya iambe,https://www.butterfliesofamerica.com/L/t/Dicya_iambe_a.htm
Dicya eumorpha,https://www.butterfliesofamerica.com/L/t/Dicya_eumorpha_a.htm
Dicya lucagus,https://www.butterfliesofamerica.com/L/t/Dicya_lucagus_a.htm
Dicya lollia,https://www.butterfliesofamerica.com/L/t/Dicya_lollia_a.htm
Trichonis immaculata,https://www.butterfliesofamerica.com/L/t/Trichonis_immaculata_a.htm
Erora laeta,https://www.butterfliesofamerica.com/L/t/Erora_laeta_a.htm
Erora quaderna,https://www.butterfliesofamerica.com/L/t/Erora_quaderna_a.htm
Erora subflorens,https://www.butterfliesofamerica.com/L/t/Erora_subflorens_a.htm
Erora biblia,https://www.butterfliesofamerica.com/L/t/Erora_biblia_a.htm
Erora nitetis,https://www.butterfliesofamerica.com/L/t/Erora_nitetis_a.htm
Erora aura,https://www.butterfliesofamerica.com/L/t/Erora_aura_a.htm
Erora tella,https://www.butterfliesofamerica.com/L/t/Erora_tella_a.htm
Erora phrosine,https://www.butterfliesofamerica.com/L/t/Erora_phrosine_a.htm
Erora carla,https://www.butterfliesofamerica.com/L/t/Erora_carla_a.htm
Erora gabina,https://www.butterfliesofamerica.com/L/t/Erora_gabina_a.htm
Erora opisena,https://www.butterfliesofamerica.com/L/t/Erora_opisena_a.htm
Erora campa,https://www.butterfliesofamerica.com/L/t/Erora_campa_a.htm
Erora badeta,https://www.butterfliesofamerica.com/L/t/Erora_badeta_a.htm
Erora muridosca,https://www.butterfliesofamerica.com/L/t/Erora_muridosca_a.htm
Erora lampetia,https://www.butterfliesofamerica.com/L/t/Erora_lampetia_a.htm
Erora facuna,https://www.butterfliesofamerica.com/L/t/Erora_facuna_a.htm
Erora senta,https://www.butterfliesofamerica.com/L/t/Erora_senta_a.htm
Erora caespes,https://www.butterfliesofamerica.com/L/t/Erora_caespes_a.htm
Erora melba,https://www.butterfliesofamerica.com/L/t/Erora_melba_a.htm
Erora nana,https://www.butterfliesofamerica.com/L/t/Erora_nana_a.htm
Erora lorina,https://www.butterfliesofamerica.com/L/t/Erora_lorina_a.htm
Semonina ares,https://www.butterfliesofamerica.com/L/t/Semonina_ares_a.htm
Semonina semones,https://www.butterfliesofamerica.com/L/t/Semonina_semones_a.htm
Chalybs janias,https://www.butterfliesofamerica.com/L/t/Chalybs_janias_a.htm
Chalybs chloris,https://www.butterfliesofamerica.com/L/t/Chalybs_chloris_a.htm
Chalybs hassan,https://www.butterfliesofamerica.com/L/t/Chalybs_hassan_a.htm
Chalybs lineata,https://www.butterfliesofamerica.com/L/t/Chalybs_lineata_a.htm
Symbiopsis tanais,https://www.butterfliesofamerica.com/L/t/Symbiopsis_tanais_a.htm
Symbiopsis pencilatus,https://www.butterfliesofamerica.com/L/t/Symbiopsis_pencilatus_a.htm
Symbiopsis perulera,https://www.butterfliesofamerica.com/L/t/Symbiopsis_perulera_a.htm
Symbiopsis aprica,https://www.butterfliesofamerica.com/L/t/Symbiopsis_aprica_a.htm
Symbiopsis panamensis,https://www.butterfliesofamerica.com/L/t/Symbiopsis_panamensis_a.htm
Symbiopsis morpho,https://www.butterfliesofamerica.com/L/t/Symbiopsis_morpho_a.htm
Symbiopsis rickmani,https://www.butterfliesofamerica.com/L/t/Symbiopsis_rickmani_a.htm
Symbiopsis pupilla,https://www.butterfliesofamerica.com/L/t/Symbiopsis_pupilla_a.htm
Symbiopsis pentas,https://www.butterfliesofamerica.com/L/t/Symbiopsis_pentas_a.htm
Symbiopsis strenua,https://www.butterfliesofamerica.com/L/t/Symbiopsis_strenua_a.htm
Symbiopsis lenitas,https://www.butterfliesofamerica.com/L/t/Symbiopsis_lenitas_a.htm
Symbiopsis nivepunctata,https://www.butterfliesofamerica.com/L/t/Symbiopsis_nivepunctata_a.htm
Udara blackburni,https://www.butterfliesofamerica.com/L/t/Udara_blackburni_a.htm
Celastrina lucia,https://www.butterfliesofamerica.com/L/t/Celastrina_lucia_a.htm
Celastrina echo,https://www.butterfliesofamerica.com/L/t/Celastrina_echo_a.htm
Celastrina ladon,https://www.butterfliesofamerica.com/L/t/Celastrina_ladon_a.htm
Celastrina idella,https://www.butterfliesofamerica.com/L/t/Celastrina_idella_a.htm
Celastrina serotina,https://www.butterfliesofamerica.com/L/t/Celastrina_serotina_a.htm
Celastrina neglecta,https://www.butterfliesofamerica.com/L/t/Celastrina_neglecta_a.htm
Celastrina humulus,https://www.butterfliesofamerica.com/L/t/Celastrina_humulus_a.htm
Celastrina neglectamajor,https://www.butterfliesofamerica.com/L/t/Celastrina_neglectamajor_a.htm
Celastrina nigra,https://www.butterfliesofamerica.com/L/t/Celastrina_nigra_a.htm
Zizina otis,https://www.butterfliesofamerica.com/L/t/Zizina_otis_a.htm
Lampides boeticus,https://www.butterfliesofamerica.com/L/t/Lampides_boeticus_a.htm
Glaucopsyche lygdamus,https://www.butterfliesofamerica.com/L/t/Glaucopsyche_lygdamus_a.htm
Glaucopsyche piasus,https://www.butterfliesofamerica.com/L/t/Glaucopsyche_piasus_a.htm
Philotes sonorensis,https://www.butterfliesofamerica.com/L/t/Philotes_sonorensis_a.htm
Euphilotes battoides,https://www.butterfliesofamerica.com/L/t/Euphilotes_battoides_a.htm
Euphilotes glaucon,https://www.butterfliesofamerica.com/L/t/Euphilotes_glaucon_a.htm
Euphilotes centralis,https://www.butterfliesofamerica.com/L/t/Euphilotes_centralis_a.htm
Euphilotes bernardino,https://www.butterfliesofamerica.com/L/t/Euphilotes_bernardino_a.htm
Euphilotes ellisii,https://www.butterfliesofamerica.com/L/t/Euphilotes_ellisii_a.htm
Euphilotes baueri,https://www.butterfliesofamerica.com/L/t/Euphilotes_baueri_a.htm
Euphilotes mojave,https://www.butterfliesofamerica.com/L/t/Euphilotes_mojave_a.htm
Euphilotes stanfordorum,https://www.butterfliesofamerica.com/L/t/Euphilotes_stanfordorum_a.htm
Euphilotes enoptes,https://www.butterfliesofamerica.com/L/t/Euphilotes_enoptes_a.htm
Euphilotes rita,https://www.butterfliesofamerica.com/L/t/Euphilotes_rita_a.htm
Euphilotes columbiae,https://www.butterfliesofamerica.com/L/t/Euphilotes_columbiae_a.htm
Euphilotes ancilla,https://www.butterfliesofamerica.com/L/t/Euphilotes_ancilla_a.htm
Euphilotes pallescens,https://www.butterfliesofamerica.com/L/t/Euphilotes_pallescens_a.htm
Euphilotes spaldingi,https://www.butterfliesofamerica.com/L/t/Euphilotes_spaldingi_a.htm
Philotiella speciosa,https://www.butterfliesofamerica.com/L/t/Philotiella_speciosa_a.htm
Philotiella leona,https://www.butterfliesofamerica.com/L/t/Philotiella_leona_a.htm
Zizula cyna,https://www.butterfliesofamerica.com/L/t/Zizula_cyna_a.htm
Brephidium exilis,https://www.butterfliesofamerica.com/L/t/Brephidium_exilis_a.htm
Brephidium pseudofea,https://www.butterfliesofamerica.com/L/t/Brephidium_pseudofea_a.htm
Leptotes cassius,https://www.butterfliesofamerica.com/L/t/Leptotes_cassius_a.htm
Leptotes marina,https://www.butterfliesofamerica.com/L/t/Leptotes_marina_a.htm
Leptotes perkinsae,https://www.butterfliesofamerica.com/L/t/Leptotes_perkinsae_a.htm
Leptotes hedgesi,https://www.butterfliesofamerica.com/L/t/Leptotes_hedgesi_a.htm
Leptotes idealus,https://www.butterfliesofamerica.com/L/t/Leptotes_idealus_a.htm
Leptotes bathyllos,https://www.butterfliesofamerica.com/L/t/Leptotes_bathyllos_a.htm
Leptotes delalande,https://www.butterfliesofamerica.com/L/t/Leptotes_delalande_a.htm
Leptotes lamasi,https://www.butterfliesofamerica.com/L/t/Leptotes_lamasi_a.htm
Leptotes trigemmatus,https://www.butterfliesofamerica.com/L/t/Leptotes_trigemmatus_a.htm
Leptotes parrhasioides,https://www.butterfliesofamerica.com/L/t/Leptotes_parrhasioides_a.htm
Leptotes andicola,https://www.butterfliesofamerica.com/L/t/Leptotes_andicola_a.htm
Leptotes callanga,https://www.butterfliesofamerica.com/L/t/Leptotes_callanga_a.htm
Elkalyce cogina,https://www.butterfliesofamerica.com/L/t/Elkalyce_cogina_a.htm
Cupido comyntas,https://www.butterfliesofamerica.com/L/t/Cupido_comyntas_a.htm
Cupido amyntula,https://www.butterfliesofamerica.com/L/t/Cupido_amyntula_a.htm
Pseudochrysops bornoi,https://www.butterfliesofamerica.com/L/t/Pseudochrysops_bornoi_a.htm
Paralycaeides inconspicua,https://www.butterfliesofamerica.com/L/t/Paralycaeides_inconspicua_a.htm
Paralycaeides shade,https://www.butterfliesofamerica.com/L/t/Paralycaeides_shade_a.htm
Paralycaeides vapa,https://www.butterfliesofamerica.com/L/t/Paralycaeides_vapa_a.htm
Itylos mashenka,https://www.butterfliesofamerica.com/L/t/Itylos_mashenka_a.htm
Itylos fumosus,https://www.butterfliesofamerica.com/L/t/Itylos_fumosus_a.htm
Itylos mira,https://www.butterfliesofamerica.com/L/t/Itylos_mira_a.htm
Itylos pasco,https://www.butterfliesofamerica.com/L/t/Itylos_pasco_a.htm
Itylos pnin,https://www.butterfliesofamerica.com/L/t/Itylos_pnin_a.htm
Itylos titicaca,https://www.butterfliesofamerica.com/L/t/Itylos_titicaca_a.htm
Itylos ardisensis,https://www.butterfliesofamerica.com/L/t/Itylos_ardisensis_a.htm
Itylos bella,https://www.butterfliesofamerica.com/L/t/Itylos_bella_a.htm
Itylos pacis,https://www.butterfliesofamerica.com/L/t/Itylos_pacis_a.htm
Itylos cobaltana,https://www.butterfliesofamerica.com/L/t/Itylos_cobaltana_a.htm
Itylos nodo,https://www.butterfliesofamerica.com/L/t/Itylos_nodo_a.htm
Itylos moza,https://www.butterfliesofamerica.com/L/t/Itylos_moza_a.htm
Itylos lolita,https://www.butterfliesofamerica.com/L/t/Itylos_lolita_a.htm
Itylos pelorias,https://www.butterfliesofamerica.com/L/t/Itylos_pelorias_a.htm
Itylos sigal,https://www.butterfliesofamerica.com/L/t/Itylos_sigal_a.htm
Itylos colca,https://www.butterfliesofamerica.com/L/t/Itylos_colca_a.htm
Itylos gradoslamasi,https://www.butterfliesofamerica.com/L/t/Itylos_gradoslamasi_a.htm
Itylos huascarana,https://www.butterfliesofamerica.com/L/t/Itylos_huascarana_a.htm
Itylos koa,https://www.butterfliesofamerica.com/L/t/Itylos_koa_a.htm
Itylos tintarrona,https://www.butterfliesofamerica.com/L/t/Itylos_tintarrona_a.htm
Itylos lea,https://www.butterfliesofamerica.com/L/t/Itylos_lea_a.htm
Itylos ludicra,https://www.butterfliesofamerica.com/L/t/Itylos_ludicra_a.htm
Itylos vokoban,https://www.butterfliesofamerica.com/L/t/Itylos_vokoban_a.htm
Pseudolucia andina,https://www.butterfliesofamerica.com/L/t/Pseudolucia_andina_a.htm
Pseudolucia annamaria,https://www.butterfliesofamerica.com/L/t/Pseudolucia_annamaria_a.htm
Pseudolucia argentina,https://www.butterfliesofamerica.com/L/t/Pseudolucia_argentina_a.htm
Pseudolucia asafi,https://www.butterfliesofamerica.com/L/t/Pseudolucia_asafi_a.htm
Pseudolucia aureliana,https://www.butterfliesofamerica.com/L/t/Pseudolucia_aureliana_a.htm
Pseudolucia avishai,https://www.butterfliesofamerica.com/L/t/Pseudolucia_avishai_a.htm
Pseudolucia benyamini,https://www.butterfliesofamerica.com/L/t/Pseudolucia_benyamini_a.htm
Pseudolucia charlotte,https://www.butterfliesofamerica.com/L/t/Pseudolucia_charlotte_a.htm
Pseudolucia chilensis,https://www.butterfliesofamerica.com/L/t/Pseudolucia_chilensis_a.htm
Pseudolucia clarea,https://www.butterfliesofamerica.com/L/t/Pseudolucia_clarea_a.htm
Pseudolucia collina,https://www.butterfliesofamerica.com/L/t/Pseudolucia_collina_a.htm
Pseudolucia grata,https://www.butterfliesofamerica.com/L/t/Pseudolucia_grata_a.htm
Pseudolucia hazearum,https://www.butterfliesofamerica.com/L/t/Pseudolucia_hazearum_a.htm
Pseudolucia henyah,https://www.butterfliesofamerica.com/L/t/Pseudolucia_henyah_a.htm
Pseudolucia humbert,https://www.butterfliesofamerica.com/L/t/Pseudolucia_humbert_a.htm
Pseudolucia lanin,https://www.butterfliesofamerica.com/L/t/Pseudolucia_lanin_a.htm
Pseudolucia neuqueniensis,https://www.butterfliesofamerica.com/L/t/Pseudolucia_neuqueniensis_a.htm
Pseudolucia oligocyanea,https://www.butterfliesofamerica.com/L/t/Pseudolucia_oligocyanea_a.htm
Pseudolucia parana,https://www.butterfliesofamerica.com/L/t/Pseudolucia_parana_a.htm
Pseudolucia patago,https://www.butterfliesofamerica.com/L/t/Pseudolucia_patago_a.htm
Pseudolucia penai,https://www.butterfliesofamerica.com/L/t/Pseudolucia_penai_a.htm
Pseudolucia plumbea,https://www.butterfliesofamerica.com/L/t/Pseudolucia_plumbea_a.htm
Pseudolucia scintilla,https://www.butterfliesofamerica.com/L/t/Pseudolucia_scintilla_a.htm
Pseudolucia shapiroi,https://www.butterfliesofamerica.com/L/t/Pseudolucia_shapiroi_a.htm
Pseudolucia sibylla,https://www.butterfliesofamerica.com/L/t/Pseudolucia_sibylla_a.htm
Pseudolucia talia,https://www.butterfliesofamerica.com/L/t/Pseudolucia_talia_a.htm
Pseudolucia tamara,https://www.butterfliesofamerica.com/L/t/Pseudolucia_tamara_a.htm
Pseudolucia vera,https://www.butterfliesofamerica.com/L/t/Pseudolucia_vera_a.htm
Pseudolucia whitakeri,https://www.butterfliesofamerica.com/L/t/Pseudolucia_whitakeri_a.htm
Pseudolucia zina,https://www.butterfliesofamerica.com/L/t/Pseudolucia_zina_a.htm
Eldoradina cyanea,https://www.butterfliesofamerica.com/L/t/Eldoradina_cyanea_a.htm
Eldoradina sylphis,https://www.butterfliesofamerica.com/L/t/Eldoradina_sylphis_a.htm
Nabokovia cuzquenha,https://www.butterfliesofamerica.com/L/t/Nabokovia_cuzquenha_a.htm
Nabokovia faga,https://www.butterfliesofamerica.com/L/t/Nabokovia_faga_a.htm
Hemiargus martha,https://www.butterfliesofamerica.com/L/t/Hemiargus_martha_a.htm
Hemiargus huntingtoni,https://www.butterfliesofamerica.com/L/t/Hemiargus_huntingtoni_a.htm
Hemiargus ceraunus,https://www.butterfliesofamerica.com/L/t/Hemiargus_ceraunus_a.htm
Hemiargus hanno,https://www.butterfliesofamerica.com/L/t/Hemiargus_hanno_a.htm
Hemiargus ramon,https://www.butterfliesofamerica.com/L/t/Hemiargus_ramon_a.htm
Echinargus isola,https://www.butterfliesofamerica.com/L/t/Echinargus_isola_a.htm
Cyclargus thomasi,https://www.butterfliesofamerica.com/L/t/Cyclargus_thomasi_a.htm
Cyclargus ammon,https://www.butterfliesofamerica.com/L/t/Cyclargus_ammon_a.htm
Cyclargus erembis,https://www.butterfliesofamerica.com/L/t/Cyclargus_erembis_a.htm
Cyclargus shuturn,https://www.butterfliesofamerica.com/L/t/Cyclargus_shuturn_a.htm
Cyclargus dominica,https://www.butterfliesofamerica.com/L/t/Cyclargus_dominica_a.htm
Cyclargus sorpresus,https://www.butterfliesofamerica.com/L/t/Cyclargus_sorpresus_a.htm
Cyclargus kathleena,https://www.butterfliesofamerica.com/L/t/Cyclargus_kathleena_a.htm
Plebulina emigdionis,https://www.butterfliesofamerica.com/L/t/Plebulina_emigdionis_a.htm
Icaricia saepiolus,https://www.butterfliesofamerica.com/L/t/Icaricia_saepiolus_a.htm
Icaricia icarioides,https://www.butterfliesofamerica.com/L/t/Icaricia_icarioides_a.htm
Icaricia shasta,https://www.butterfliesofamerica.com/L/t/Icaricia_shasta_a.htm
Icaricia acmon,https://www.butterfliesofamerica.com/L/t/Icaricia_acmon_a.htm
Icaricia lupini,https://www.butterfliesofamerica.com/L/t/Icaricia_lupini_a.htm
Icaricia cotundra,https://www.butterfliesofamerica.com/L/t/Icaricia_cotundra_a.htm
Icaricia neurona,https://www.butterfliesofamerica.com/L/t/Icaricia_neurona_a.htm
Plebejus idas,https://www.butterfliesofamerica.com/L/t/Plebejus_idas_a.htm
Plebejus anna,https://www.butterfliesofamerica.com/L/t/Plebejus_anna_a.htm
Plebejus melissa,https://www.butterfliesofamerica.com/L/t/Plebejus_melissa_a.htm
Plebejus samuelis,https://www.butterfliesofamerica.com/L/t/Plebejus_samuelis_a.htm
Plebejus fridayi,https://www.butterfliesofamerica.com/L/t/Plebejus_fridayi_a.htm
Agriades optilete,https://www.butterfliesofamerica.com/L/t/Agriades_optilete_a.htm
Agriades glandon,https://www.butterfliesofamerica.com/L/t/Agriades_glandon_a.htm
Agriades podarce,https://www.butterfliesofamerica.com/L/t/Agriades_podarce_a.htm
Polyommatus icarus,https://www.butterfliesofamerica.com/L/t/Polyommatus_icarus_a.htm
Euselasia artos,https://www.butterfliesofamerica.com/L/t/Euselasia_artos_a.htm
Euselasia ignitus,https://www.butterfliesofamerica.com/L/t/Euselasia_ignitus_a.htm
Euselasia rubrocilia,https://www.butterfliesofamerica.com/L/t/Euselasia_rubrocilia_a.htm
Euselasia mazaca,https://www.butterfliesofamerica.com/L/t/Euselasia_mazaca_a.htm
Euselasia euboea,https://www.butterfliesofamerica.com/L/t/Euselasia_euboea_a.htm
Euselasia seitzi,https://www.butterfliesofamerica.com/L/t/Euselasia_seitzi_a.htm
Euselasia pelor,https://www.butterfliesofamerica.com/L/t/Euselasia_pelor_a.htm
Euselasia pellonia,https://www.butterfliesofamerica.com/L/t/Euselasia_pellonia_a.htm
Euselasia eumedia,https://www.butterfliesofamerica.com/L/t/Euselasia_eumedia_a.htm
Euselasia mirania,https://www.butterfliesofamerica.com/L/t/Euselasia_mirania_a.htm
Euselasia urites,https://www.butterfliesofamerica.com/L/t/Euselasia_urites_a.htm
Euselasia baucis,https://www.butterfliesofamerica.com/L/t/Euselasia_baucis_a.htm
Euselasia thaumata,https://www.butterfliesofamerica.com/L/t/Euselasia_thaumata_a.htm
Euselasia eucritus,https://www.butterfliesofamerica.com/L/t/Euselasia_eucritus_a.htm
Euselasia toppini,https://www.butterfliesofamerica.com/L/t/Euselasia_toppini_a.htm
Euselasia calligramma,https://www.butterfliesofamerica.com/L/t/Euselasia_calligramma_a.htm
Euselasia phelina,https://www.butterfliesofamerica.com/L/t/Euselasia_phelina_a.htm
Euselasia pellos,https://www.butterfliesofamerica.com/L/t/Euselasia_pellos_a.htm
